D R	Matching T	Matching S	MILP T		MILP Soln
5	3	0.618568	113.400000	0.540876	118.600000
5	4	1.610564	102.200000	0.924535	107.200000
5	5	1.528657	210.400000	1.027377	302.600000
5	6	1.913987	201.400000	1.159214	211.600000
5	7	4.213389	116.800000	1.722923	128.600000
5	2	0.312179	86.000000	0.500517	90.000000
5	3	0.553942	93.000000	0.691835	100.000000
5	4	1.164589	108.400000	0.930445	203.200000
5	2	0.431927	88.000000	0.248955	88.000000
5	3	0.721644	97.400000	0.675391	97.400000
5	4	1.410928	107.400000	1.114522	107.400000
5	5	1.740690	209.000000	1.288840	209.000000
5	6	3.949584	211.600000	1.325440	211.600000
5	7	10.447107	130.600000	1.883944	130.600000
5	8	4.943867	324.000000	1.462329	324.000000
5	9	30.846885	165.600000	5.238738	165.600000
5	2	0.328316	192.000000	0.278480	192.000000
5	3	0.536314	102.000000	0.389162	102.000000
5	4	1.155910	116.200000	0.624632	116.200000
5	5	1.758213	110.600000	0.933373	110.600000
5	6	3.794897	208.400000	1.615607	208.400000
5	7	4.353831	212.200000	1.938587	212.200000
5	8	11.862358	313.200000	2.271241	313.200000
5	9	23.350882	166.800000	7.562268	166.800000
5	10	26.051990	325.000000	2.408438	325.000000
5	11	36.716896	279.000000	5.906241	279.000000
5	12	260.912263	276.800000	79.692322	276.800000
5	13	77.966468	431.200000	10.075469	431.200000
5	14	1140.209889	393.200000	151.796862	393.200000
5	15	198.258662	539.000000	21.674880	539.000000
5	16	558.582026	548.000000	86.794569	548.000000
5	2	0.025693	97.000000	0.324835	97.000000
5	3	0.198896	101.800000	0.576735	101.800000
5	4	0.439946	108.400000	0.701496	108.400000
5	5	0.839741	216.600000	0.894953	215.800000
5	6	4.427221	219.400000	1.390212	219.400000
5	7	4.361051	215.800000	1.626439	215.800000
5	8	16.154356	254.600000	2.285431	221.400000
5	9	66.203612	247.000000	3.035294	240.200000
5	2	0.022373	109.400000	0.304722	109.400000
5	3	1.293445	109.400000	0.534618	109.400000
5	4	1.567581	95.400000	2.728228	95.400000
5	5	0.353801	314.600000	2.295974	215.600000
5	6	7.007264	207.800000	5.266409	207.800000
5	7	0.234917	502.000000	2.893432	310.000000
5	2	1.285538	92.000000	0.303859	92.000000
5	3	2.749034	94.400000	0.552789	94.400000
5	4	3.405950	190.200000	1.239912	190.200000
5	5	4.249648	207.200000	3.150321	207.200000
5	6	4.066659	209.600000	3.216819	209.600000
5	2	0.017644	95.400000	0.303985	95.400000
5	3	0.093404	102.400000	0.540582	102.400000
5	4	0.828329	201.000000	1.036022	201.000000
5	5	19.899070	95.400000	5.506917	112.400000
5	6	1.046900	126.600000	4.583775	126.600000
5	7	0.140163	310.400000	4.779987	310.400000
5	8	10.714787	222.600000	21.805429	222.600000
5	9	67.203754	235.800000	25.244740	235.800000
5	2	0.119634	103.000000	0.412191	103.000000
5	3	1.097854	90.600000	0.705475	90.600000
5	4	0.324375	109.400000	1.353179	109.400000
5	5	0.217478	208.600000	1.200556	208.600000
5	6	50.389234	90.200000	4.884181	115.200000
5	7	312.642010	126.400000	5.154207	126.400000
5	8	42.498570	146.200000	15.394146	146.200000
5	9	17.215127	236.400000	7.335324	236.400000
5	10	88.106924	327.800000	19.445361	327.800000
5	11	49.189335	432.000000	20.328487	432.000000
5	12	1259.005527	304.200000	43.282034	304.200000
2	2	0.076242	60.200000	0.200576	58.000000
2	3	0.091526	154.800000	0.291763	152.400000
2	4	0.141745	166.000000	0.459984	164.000000
2	5	0.110347	357.800000	1.177038	69.200000
2	6	0.124622	390.200000	1.152988	356.000000
2	7	0.128558	458.000000	3.746189	179.600000
2	8	0.147840	589.400000	4.648689	284.000000
2	9	0.113831	745.800000	15.859869	281.800000
2	10	0.107298	844.600000	4.643233	373.600000
2	11	0.113750	945.600000	25.399519	387.200000

PNAS METHOD WITHOUT PREFERRED TIME
2	30	0.319088	2753.600000	0.000000	0.000000
2	31	0.554713	2748.200000	0.000000	0.000000
2	32	0.708570	2886.000000	0.000000	0.000000
2	33	0.578151	2948.800000	0.000000	0.000000
2	34	0.461896	3068.800000	0.000000	0.000000
2	35	0.455785	3189.200000	0.000000	0.000000
2	36	0.494039	3128.600000	0.000000	0.000000
2	37	0.461424	3357.000000	0.000000	0.000000
2	38	0.525001	3474.600000	0.000000	0.000000
2	39	0.667342	3528.600000	0.000000	0.000000
2	40	0.506049	3661.400000	0.000000	0.000000
2	41	0.545616	3749.400000	0.000000	0.000000
6	100	5.572176	8851.200000	0.000000	0.000000
6	101	7.931745	8776.200000	0.000000	0.000000
6	102	8.170882	8951.400000	0.000000	0.000000
6	103	8.440841	8854.200000	0.000000	0.000000
6	100	8.773525	8701.400000	0.000000	0.000000
6	101	8.834350	8919.800000	0.000000	0.000000
6	102	10.010821	8794.600000	0.000000	0.000000
6	103	6.363880	9025.400000	0.000000	0.000000
6	104	18.314081	8832.200000	0.000000	0.000000
6	105	12.583441	9199.000000	0.000000	0.000000
6	106	10.087158	9198.000000	0.000000	0.000000
6	107	16.012467	9527.400000	0.000000	0.000000
6	108	5.072456	9820.800000	0.000000	0.000000
6	109	5.821646	9813.600000	0.000000	0.000000
6	110	14.583845	9655.800000	0.000000	0.000000
6	111	8.522231	9914.600000	0.000000	0.000000
6	112	7.219965	9883.000000	0.000000	0.000000
6	113	7.728291	10149.800000	0.000000	0.000000
6	114	10.071949	10122.800000	0.000000	0.000000
6	115	16.110612	10157.600000	0.000000	0.000000
6	116	11.037272	10398.600000	0.000000	0.000000
6	117	9.039871	10588.200000	0.000000	0.000000
6	118	9.264142	10476.200000	0.000000	0.000000
6	119	16.250781	10555.000000	0.000000	0.000000
6	120	8.223694	10910.600000	0.000000	0.000000
6	121	8.047110	10921.800000	0.000000	0.000000
6	122	8.792991	11123.600000	0.000000	0.000000
6	123	7.961856	11119.000000	0.000000	0.000000
6	124	12.483040	11142.200000	0.000000	0.000000
6	125	39.759859	11256.400000	0.000000	0.000000
6	126	10.764021	11152.600000	0.000000	0.000000
6	127	9.311213	11395.600000	0.000000	0.000000
6	128	16.772057	11598.600000	0.000000	0.000000
6	129	16.305984	11332.000000	0.000000	0.000000
6	130	13.511923	11920.800000	0.000000	0.000000
6	131	25.449938	11252.800000	0.000000	0.000000
6	132	12.887869	12030.400000	0.000000	0.000000
6	133	34.007368	11919.000000	0.000000	0.000000
6	134	11.323112	12320.400000	0.000000	0.000000
6	135	13.929234	12209.000000	0.000000	0.000000
6	136	38.795978	12215.400000	0.000000	0.000000
6	137	21.457378	12271.200000	0.000000	0.000000
6	138	14.796648	12575.000000	0.000000	0.000000
6	139	20.245523	12715.000000	0.000000	0.000000
6	140	9.663596	12920.800000	0.000000	0.000000
6	141	27.793160	12765.800000	0.000000	0.000000
6	142	10.946733	13003.600000	0.000000	0.000000
6	143	17.448595	13059.400000	0.000000	0.000000
6	144	20.222826	13222.200000	0.000000	0.000000
6	145	22.225141	13069.200000	0.000000	0.000000
6	146	19.109993	13291.000000	0.000000	0.000000
6	147	48.584659	13129.600000	0.000000	0.000000
6	148	25.022922	13633.200000	0.000000	0.000000
6	149	26.316307	13490.000000	0.000000	0.000000
6	100	5.269030	8700.800000	0.000000	0.000000
6	101	7.166764	9027.600000	0.000000	0.000000
6	102	10.350617	8999.400000	0.000000	0.000000
6	103	6.669160	8982.000000	0.000000	0.000000
6	104	9.624406	9257.400000	0.000000	0.000000
6	105	6.076826	9441.600000	0.000000	0.000000
6	106	5.506860	9353.400000	0.000000	0.000000
6	107	17.720174	9448.600000	0.000000	0.000000
6	108	10.744318	9621.200000	0.000000	0.000000
6	109	9.798628	9458.200000	0.000000	0.000000
6	110	7.542072	9699.200000	0.000000	0.000000
6	111	12.378622	9918.600000	0.000000	0.000000
6	112	9.141860	10063.800000	0.000000	0.000000
6	113	12.798728	9996.200000	0.000000	0.000000
6	114	8.810435	10281.800000	0.000000	0.000000
6	115	11.517847	10249.000000	0.000000	0.000000
6	116	16.007625	10389.200000	0.000000	0.000000
6	117	10.829554	10371.000000	0.000000	0.000000
6	118	15.865684	10642.800000	0.000000	0.000000
6	119	9.265207	10723.600000	0.000000	0.000000
6	120	21.374037	10828.200000	0.000000	0.000000
6	121	13.433684	10776.600000	0.000000	0.000000
6	122	11.995313	10943.000000	0.000000	0.000000
6	123	13.765683	10979.600000	0.000000	0.000000
6	124	13.866185	10969.600000	0.000000	0.000000
6	125	16.873029	11199.800000	0.000000	0.000000
6	126	24.487595	11151.000000	0.000000	0.000000
6	127	16.682799	11632.600000	0.000000	0.000000
6	128	20.180286	11346.800000	0.000000	0.000000
6	129	29.220509	11620.200000	0.000000	0.000000
6	130	11.418842	11822.000000	0.000000	0.000000
6	131	22.542382	11896.800000	0.000000	0.000000




PNAS NAIVE vs DECOMP MILP
6	100	9.331524	8828.000000	0.000000	0.000000
6	101	5.190092	9054.800000	0.000000	0.000000
6	102	8.618682	9012.800000	0.000000	0.000000
6	103	6.934991	9128.800000	0.000000	0.000000
6	104	11.101906	9316.600000	0.000000	0.000000
6	105	17.258004	8854.600000	0.000000	0.000000
6	106	11.461769	9303.000000	0.000000	0.000000
6	107	7.411165	9646.400000	0.000000	0.000000
6	108	8.800992	9253.200000	0.000000	0.000000
6	109	8.183318	9674.400000	0.000000	0.000000
6	110	15.156793	9696.000000	0.000000	0.000000
6	111	9.717648	9803.600000	0.000000	0.000000
6	112	10.174631	10137.800000	0.000000	0.000000
6	113	29.365277	9753.000000	0.000000	0.000000
6	114	9.971288	10202.600000	0.000000	0.000000
6	115	9.527533	10303.000000	0.000000	0.000000
6	116	12.113223	10515.600000	0.000000	0.000000
6	117	12.841962	10392.600000	0.000000	0.000000
6	118	19.673950	10613.600000	0.000000	0.000000
6	119	18.040432	10769.800000	0.000000	0.000000
21	100	26.498055	7342.400000	0.000000	0.000000
21	101	25.048759	7018.200000	0.000000	0.000000
21	102	18.455804	7173.200000	0.000000	0.000000
21	103	27.183592	7291.000000	0.000000	0.000000
21	104	55.178409	6866.800000	0.000000	0.000000
21	105	30.574496	7183.800000	0.000000	0.000000
21	106	26.499404	7600.000000	0.000000	0.000000
21	100	16.521065	7265.400000	0.000000	0.000000
21	101	37.630185	6936.600000	0.000000	0.000000
21	102	27.375167	6920.200000	0.000000	0.000000
21	103	24.247322	7390.000000	0.000000	0.000000
21	104	67.838609	7115.200000	0.000000	0.000000
21	105	28.779320	7517.200000	0.000000	0.000000
21	106	29.588236	7459.400000	0.000000	0.000000
6	10	0.081295	327.200000	3.630964	249.800000
6	11	0.072858	559.000000	8.692856	157.200000
6	12	0.069332	655.000000	30.580299	372.800000
6	13	0.084592	708.000000	3.918248	178.600000
6	10	0.082844	399.600000	10.389218	159.400000
6	11	0.070549	555.400000	9.124628	155.000000
6	12	0.098118	559.800000	12.525952	178.000000
6	13	0.104195	756.600000	55.631807	172.200000
3	5	2.082708	96.200000	0.664272	96.200000
3	6	3.231234	185.000000	0.336077	185.000000
3	7	2.163725	187.000000	0.672054	187.000000
3	8	8.809678	204.800000	0.623667	304.800000
3	9	6.184878	310.000000	0.560771	310.000000
